Date,Away Team,Home Team,Trigger,Initial Call,Final Ruling,Ruling Description,Team Challenged,Challenge Outcome,Period,Game Clock - Review is Triggered,Video Link
12/08/2024,HOU,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,HOU,Successful,1,04:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400356_20241208_212416
12/08/2024,MIN,GSW,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIN,Unsuccessful,2,03:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400355_20241208_212837
12/08/2024,MIN,GSW,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,GSW,Unsuccessful,3,11:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400355_20241208_215337
12/08/2024,UTA,SAC,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,SAC,Successful,2,02:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400357_20241208_220435
12/08/2024,HOU,LAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,HOU,Unsuccessful,4,02:59.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400356_20241208_231657
12/08/2024,POR,LAL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,POR,Unsuccessful,4,04:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400358_20241208_233836
12/09/2024,NYK,TOR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,NYK,Successful,2,00:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400359_20241209_204048
12/09/2024,NYK,TOR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,TOR,Unsuccessful,4,09:34.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400359_20241209_213501
12/10/2024,ORL,MIL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIL,Unsuccessful,4,04:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401201_20241210_211422
12/10/2024,ORL,MIL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,ORL,Successful,4,00:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401201_20241210_212731
12/10/2024,DAL,OKC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,2,06:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401203_20241210_221952
12/11/2024,ATL,NYK,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,ATL,Successful,3,09:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401202_20241211_203535
12/12/2024,TOR,MIA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,TOR,Successful,4,11:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401206_20241212_213239
12/13/2024,WAS,CLE,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,CLE,Successful,3,03:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401208_20241213_204208
12/13/2024,IND,PHI,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,IND,Successful,3,04:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401209_20241213_204343
12/13/2024,BKN,MEM,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,BKN,Successful,2,09:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401211_20241213_204653
12/13/2024,LAC,DEN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,LAC,Successful,2,07:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401213_20241213_215140
12/13/2024,BKN,MEM,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,MEM,Successful,3,02:49.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401211_20241213_215228
12/13/2024,BKN,MEM,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,MEM,Successful,4,10:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401211_20241213_220657
12/13/2024,PHX,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHX,Unsuccessful,2,07:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401214_20241213_222111
12/13/2024,LAC,DEN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,LAC,Successful,4,09:00.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401213_20241213_230031
12/13/2024,SAS,POR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,POR,Unsuccessful,4,00:54.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401215_20241214_001948
12/14/2024,ATL,MIL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ATL,Unsuccessful,4,05:46.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401229_20241214_184029
12/14/2024,HOU,OKC,Challenge OOB,Home Team Ball,Stands,Home Team Ball,HOU,Unsuccessful,2,06:16.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401230_20241214_213323
12/14/2024,HOU,OKC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,4,02:37.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401230_20241214_230422
12/15/2024,NYK,ORL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,ORL,Successful,1,06:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401227_20241215_182051
12/15/2024,NYK,ORL,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,NYK,Successful,4,00:31.3,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401227_20241215_202931
12/15/2024,POR,PHX,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,PHX,Successful,2,02:11.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401219_20241215_205347
12/15/2024,DAL,GSW,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,DAL,Successful,2,01:58.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401228_20241215_212726
12/15/2024,POR,PHX,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,POR,Successful,4,06:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401219_20241215_215550
12/15/2024,DAL,GSW,Challenge OOB,Away Team Ball,Stands,Away Team Ball,GSW,Unsuccessful,3,06:25.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401228_20241215_220250
12/15/2024,DAL,GSW,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Successful Field Goal,DAL,Successful,3,01:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401228_20241215_221417
12/15/2024,MEM,LAL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MEM,Successful,3,05:46.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401220_20241215_231455
12/15/2024,MEM,LAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,LAL,Successful,4,03:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401220_20241215_235912
12/15/2024,MEM,LAL,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,MEM,Successful,4,02:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401220_20241216_000609
12/16/2024,PHI,CHA,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,PHI,Unsuccessful,2,09:12.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401222_20241216_194606
12/16/2024,CLE,BKN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CLE,Unsuccessful,1,02:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401224_20241216_200322
12/16/2024,CHI,TOR,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,CHI,Unsuccessful,2,01:36.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401223_20241216_203229
12/16/2024,MIA,DET,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DET,Unsuccessful,3,05:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401221_20241216_203856
12/16/2024,CHI,TOR,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,TOR,Successful,3,03:25.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401223_20241216_211759
12/16/2024,DEN,SAC,Challenge OOB,Jump Ball,Overturned,Away Team Ball,DEN,Successful,2,07:28.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401225_20241216_225334
12/16/2024,UTA,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,UTA,Successful,3,06:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401226_20241217_000919
12/16/2024,UTA,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,UTA,Successful,3,01:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401226_20241217_002352
12/19/2024,OKC,ORL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,OKC,Successful,2,05:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400361_20241219_195551
12/19/2024,BKN,TOR,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,BKN,Successful,2,03:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400364_20241219_203248
12/19/2024,OKC,ORL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,ORL,Successful,3,06:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400361_20241219_203943
12/19/2024,CHI,BOS,Challenge OOB,Away Team Ball,Stands,Away Team Ball,BOS,Unsuccessful,3,08:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400372_20241219_204832
12/19/2024,NOP,HOU,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,NOP,Successful,2,01:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400365_20241219_210057
12/19/2024,UTA,DET,Challenge OOB,Away Team Ball,Stands,Away Team Ball,DET,Unsuccessful,4,05:57.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400360_20241219_211506
12/19/2024,CHA,WAS,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,WAS,Successful,4,03:12.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400362_20241219_211800
12/19/2024,BKN,TOR,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,TOR,Unsuccessful,3,03:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400364_20241219_211724
12/19/2024,GSW,MEM,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),GSW,Successful,3,09:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400366_20241219_212809
12/19/2024,CHA,WAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),CHA,Successful,4,00:29.7,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400362_20241219_212805
12/19/2024,ATL,SAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),ATL,Successful,3,10:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400370_20241219_213131
12/19/2024,UTA,DET,Challenge OOB,Home Team Ball,Stands,Home Team Ball,UTA,Unsuccessful,4,01:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400360_20241219_213129
12/19/2024,NOP,HOU,Challenge OOB,Away Team Ball,Stands,Away Team Ball,HOU,Unsuccessful,4,05:49.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400365_20241219_220933
12/19/2024,IND,PHX,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,PHX,Successful,3,09:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400369_20241219_223011
12/19/2024,ATL,SAS,Challenge OOB,Jump Ball,Overturned,Away Team Ball,ATL,Successful,4,00:08.2,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400370_20241219_223021
12/19/2024,LAC,DAL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DAL,Unsuccessful,4,07:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400368_20241219_223556
12/19/2024,LAL,SAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,LAL,Unsuccessful,2,08:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400372_20241219_224811
12/19/2024,LAL,SAC,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,SAC,Successful,2,07:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400372_20241219_225458
12/19/2024,NYK,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIN,Unsuccessful,3,06:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400367_20241219_230956
12/19/2024,NYK,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,NYK,Successful,3,02:54.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400367_20241219_231741
12/19/2024,DEN,POR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,DEN,Successful,3,05:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400371_20241219_233242
12/19/2024,DEN,POR,Challenge of Called Foul,Loose Ball Foul,Stands,Loose Ball Foul,DEN,Unsuccessful,4,00:24.8,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400371_20241220_001924
12/20/2024,CHA,PHI,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,PHI,Successful,2,00:40.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400373_20241220_200335
12/20/2024,CHA,PHI,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,CHA,Successful,4,07:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400373_20241220_210555
12/20/2024,OKC,MIA,Challenge of Called Foul,Loose Ball Foul,Stands,Loose Ball Foul,OKC,Unsuccessful,3,04:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400375_20241220_214014
12/21/2024,LAL,SAC,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,SAC,Successful,1,01:40.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400376_20241221_183619
12/21/2024,LAL,SAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),SAC,Successful,4,10:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400376_20241221_195422
12/21/2024,MIA,ORL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ORL,Unsuccessful,2,06:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400377_20241221_200209
12/21/2024,UTA,BKN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,UTA,Successful,2,02:19.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400379_20241221_203123
12/21/2024,UTA,BKN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,BKN,Successful,3,09:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400379_20241221_205558
12/21/2024,LAC,DAL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,LAC,Unsuccessful,2,08:37.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400385_20241221_211650
12/21/2024,BOS,CHI,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,CHI,Successful,3,09:29.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400381_20241221_212053
12/21/2024,DET,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,DET,Successful,1,06:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400387_20241221_212305
12/21/2024,GSW,MIN,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,MIN,Unsuccessful,2,03:57.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400383_20241221_212257
12/21/2024,MIA,ORL,Challenge OOB,Home Team Ball,Stands,Home Team Ball,MIA,Unsuccessful,4,04:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400377_20241221_212318
12/21/2024,MEM,ATL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MEM,Successful,4,08:57.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400378_20241221_212539
12/21/2024,POR,SAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),POR,Successful,3,00:25.2,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400386_20241221_221505
12/21/2024,LAC,DAL,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,DAL,Successful,4,03:21.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400385_20241221_224224
12/21/2024,DET,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,PHX,Successful,3,00:14.3,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400387_20241221_224756
12/21/2024,DET,PHX,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,DET,Successful,4,06:44.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400387_20241221_230551
12/21/2024,DET,PHX,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,PHX,Successful,4,00:56.9,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400387_20241221_232315
12/22/2024,HOU,TOR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,TOR,Unsuccessful,2,02:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400388_20241222_190107
12/22/2024,IND,SAC,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,IND,Successful,3,06:47.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400389_20241222_192619
12/22/2024,DEN,NOP,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,NOP,Successful,3,06:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400390_20241222_203453
12/22/2024,DEN,NOP,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,DEN,Unsuccessful,3,05:02.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400390_20241222_204108
12/23/2024,MIN,ATL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,ATL,Successful,1,08:44.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400395_20241223_194728
12/23/2024,LAC,MEM,Challenge of Called Foul,Loose Ball Foul,Overturned,Loose Ball Foul,LAC,Successful,1,04:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400399_20241223_202323
12/23/2024,MIN,ATL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,MIN,Successful,2,00:20.9,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400395_20241223_203322
12/23/2024,LAC,MEM,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,MEM,Successful,2,06:52.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400399_20241223_205039
12/23/2024,WAS,OKC,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,OKC,Successful,2,03:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400400_20241223_210222
12/23/2024,BOS,ORL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),ORL,Successful,4,03:36.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400393_20241223_212004
12/23/2024,BOS,ORL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,BOS,Unsuccessful,4,01:59.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400393_20241223_212911
12/23/2024,LAC,MEM,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MEM,Unsuccessful,3,02:09.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400399_20241223_215006
12/23/2024,UTA,CLE,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,UTA,Unsuccessful,4,00:33.2,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400392_20241223_215230
12/23/2024,WAS,OKC,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,OKC,Successful,3,00:50.3,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400400_20241223_215347
12/23/2024,LAC,MEM,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),LAC,Successful,4,09:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400399_20241223_220504
12/23/2024,IND,GSW,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,GSW,Successful,2,07:29.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400403_20241223_225159
12/23/2024,PHX,DEN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),PHX,Successful,2,04:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400402_20241223_225440
12/23/2024,PHX,DEN,Challenge of Called Foul,Loose Ball Foul,Overturned,Loose Ball Foul,DEN,Successful,3,06:04.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400402_20241223_233906
12/23/2024,IND,GSW,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,GSW,Successful,4,06:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400403_20241224_000344
